資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	国立国会図書館デジタルコレクション複製本リンク
40-045-01	東洋文庫本法華経音訓	1918	1891	瓶	瓶	瓶	瓶			1	1	去	去	ヒヤウ	ヒヤウ				"藥王品,(瓶,_)"	43a4_1	瓶の「_」は「ク」	https://dl.ndl.go.jp/pid/3438692/1/44
40-045-01	東洋文庫本法華経音訓	1919	1892	瓶	_	瓶	_			1	1	(去)	(去)	(ヒヤウ)	(ヒヤウ)				"藥王品,同(瓶,_)"	43a4_2	_の「缶」は「__」、「_」は「ク」	https://dl.ndl.go.jp/pid/3438692/1/44
40-045-01	東洋文庫本法華経音訓	1920	1893	箭	箭	箭	箭			1	1	去濁	去濁	セン	セン				藥王品	43a4_3		https://dl.ndl.go.jp/pid/3438692/1/44
40-045-01	東洋文庫本法華経音訓	1921	1894	銖	銖	銖	銖			1	1	上	上	シユ	シユ				藥王品	43a4_4		https://dl.ndl.go.jp/pid/3438692/1/44
40-045-01	東洋文庫本法華経音訓	1922	1895	薫	薫	薫	薫			1	1	去	去	クン	クン				藥王品	43a5_1		https://dl.ndl.go.jp/pid/3438692/1/44
40-045-01	東洋文庫本法華経音訓	1923	1896	陸	陸	陸	陸			1	1	入	入	ロク	ロク				藥王品	43a5_2		https://dl.ndl.go.jp/pid/3438692/1/44
40-045-01	東洋文庫本法華経音訓	1924	1897	兜	_	兜	_			1	1	上	上	ト	ト				藥王品	43a5_3	―_	https://dl.ndl.go.jp/pid/3438692/1/44
40-045-01	東洋文庫本法華経音訓	1925	1898	纏	纏	纏	纏			1	1	去濁	去濁	テン	テン				藥王品	43a5_4		https://dl.ndl.go.jp/pid/3438692/1/44
40-045-01	東洋文庫本法華経音訓	1926	1899	甄	甄	甄	甄			1	1	平	平	ケン	ケン				藥王品	43a6_1		https://dl.ndl.go.jp/pid/3438692/1/44
40-045-01	東洋文庫本法華経音訓	1927	1900	懊	懊	懊	懊			1	1	去	去	アウ	アウ				藥王品	43a6_2		https://dl.ndl.go.jp/pid/3438692/1/44
40-045-01	東洋文庫本法華経音訓	1928	1901	__	__	__	__			1	1	平	平	シ	シ				藥王品	43a6_3		https://dl.ndl.go.jp/pid/3438692/1/44
40-045-01	東洋文庫本法華経音訓	1929	1902	收	收	收	收			1	1	平	平	シユ	シユ				"藥王品,(收,収)"	43a6_4		https://dl.ndl.go.jp/pid/3438692/1/44
40-045-01	東洋文庫本法華経音訓	1930	1903	收	収	收	収			1	1	(平)	(平)	(シユ)	(シユ)				"藥王品,同(收,収)"	43b1_1		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1931	1904	臂	臂	臂	臂			1	1	平	平	ヒ	ヒ				藥王品	43b1_2		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1932	1905	星	星	星	星			1	1	上	上	シヤウ	シヤウ				藥王品	43b1_3		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1933	1906	寒	寒	寒	寒			1	1	平	平	カン	カン				藥王品	43b1_4		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1934	1907	渡	渡	渡	渡			1	1	平濁	平濁	ト	ト				藥王品	43b2_1		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1935	1908	船	船	船	船			1	1	平	平	セン	セン				"藥王品,(船,舩)"	43b2_2		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1936	1909	船	舩	船	舩			1	1	(平)	(平)	(セン)	(セン)				"藥王品,同(船,舩)"	43b2_3		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1937	1910	漂	漂	漂	漂			1	1	上／去	上／去	ヘウ	ヘウ				藥王品	43b2_4		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1938	1911	敵	敵	敵	敵			1	1	入	入	テキ	テキ				藥王品	43b3_1		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1939	1912	賊	賊	賊	賊			1	1	入濁	入濁	ソク	ソク				藥王品	43b3_2		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1940	1913	消	消	消	消			1	1	上	上	セウ	セウ				藥王品	43b3_3		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1941	1914	搖	揺	搖	揺			1	1	去	去	エウ	エウ				妙音品	43b5_1		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1942	1915	叔	叔	叔	叔			1	1	入	入	シク	シク				"妙音品,(叔,__)"	43b5_2		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1943	1916	叔	__	叔	__			1	1	(入)	(入)	(シク)	(シク)				"妙音品,同(叔,__)"	43b5_3		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1944	1917	孝	孝	孝	孝			1	1	平	平	ケウ	ケウ				妙音品	43b5_4	「ウ」付刻不鮮明につき左傍に墨書書入「ウ」	https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1945	1918	宰	宰	宰	宰			1	1	平	平	サイ	サイ				妙音品	43b6_1		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1946	1919	婦	婦	婦	婦			1	1	上濁／去濁	上濁／去濁	フ	フ				妙音品	43b6_2		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1947	1920	舫	舫	舫	舫			1	1	去	去	ハウ	ハウ				觀音品	44a2_1		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1948	1921	飄	飄	飄	飄			1	1	去	去	ヘウ	ヘウ				觀音品	44a2_2	仮名注「ヘワ」に見えるが、「ウ」に修正した。	https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1949	1922	段	段	段	段			1	1	平濁	平濁	タン	タン				"觀音品,(段,__)"	44a2_3		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1950	1923	段	__	段	__			1	1	(平濁)	(平濁)	(タン)	(タン)				"觀音品,同(段,__)"	44a2_4	掲出字「_（仮）」とあるが誤か。「__」に修正。	https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1951	1924	_	_	_	_			1	1	去	去	チウ	チウ				"觀音品,(_,_)"	44a3_1		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1952	1925	_	_	_	_			1	1	(去)	(去)	(チウ)	(チウ)				"觀音品,同(_,_)"	44a3_2		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1953	1926	械	械	械	械			1	1	平	平	カイ	カイ				觀音品	44a3_3		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1954	1927	枷	枷	枷	枷			1	1	上	上	カ	カ				觀音品	44a3_4		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1955	1928	鎖	_	鎖	_			1	1	上	上	サ	サ				"觀音品,(_,鎖)"	44a4_1		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1956	1929	鎖	鎖	鎖	鎖			1	1	(上)	(上)	(サ)	(サ)				"觀音品,同(_,鎖)"	44a4_2		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1957	1930	_	_	_	_			1	1	平	平	ケン	ケン				觀音品	44a4_3		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1958	1931	__	__	__	__			1	1	去	去	シヤウ	シヤウ				"觀音品,(__,商)"	44a4_4		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1959	1932	商	商	商	商			1	1	(去)	(去)	(シヤウ)	(シヤウ)				"觀音品,同(__,商)"	44a5_1		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1960	1933	巍	巍	巍	巍			1	1	平濁	平濁	クヰ	クヰ				觀音品	44a5_2	巍の「鬼」の初画の「ノ」なし	https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1961	1934	唐	唐	唐	唐			1	1	平	平	タウ	タウ				觀音品	44a5_3		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1962	1935	魚	魚	魚	魚			1	1	上濁	上濁	キヨ	キヨ				觀音品	44a5_4		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1963	1936	浪	浪	浪	浪			1	1	平	平	ラウ	ラウ				觀音品	44a6_1		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1964	1937	峰	峯	峰	峯			1	1	平濁	平濁	フ	フ				觀音品	44a6_2		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1965	1938	逐	逐	逐	逐			1	1	入	入	チク	チク				觀音品	44a6_3		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1966	1939	刑	刑	刑	刑			1	1	上濁／去濁	上濁／去濁	キヤウ	キヤウ				觀音品	44a6_4		https://dl.ndl.go.jp/pid/3438692/1/45
40-045-01	東洋文庫本法華経音訓	1967	1940	呪	咒	呪	咒			1	1	平	平	シユ	シユ				"觀音品,(咒,詛)"	44b1_1	仮名注「シユ」の「シ」、損壊により読めず。	https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1968	1941	詛	詛	詛	詛			1	1	上	上	シヨ	シヨ				"觀音品,同(咒,詛)"	44b1_2	前項「咒」と「同」とあるものの、仮名、声点ともに異なる	https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1969	1942	雹	雹	雹	雹			1	1	入濁	入濁	ハク	ハク				觀音品	44b1_3		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1970	1943	訟	訟	訟	訟			1	1	平濁	平濁	シユ	シユ				觀音品	44b1_4		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1971	1944	厄	厄	厄	厄			1	1	入	入	ヤク	ヤク				觀音品	44b2_1		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1972	1945	陣	陣	陣	陣			1	1	上濁	上濁	チン	チン				"觀音品,(陣,陳)"	44b2_2		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1973	1946	陳	陳	陳	陳			1	1	(上濁)	(上濁)	(チン)	(チン)				"觀音品,俗通用(陣,陳)"	44b2_3		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1974	1947	潮	潮	潮	潮			1	1	平	平	テウ	テウ				觀音品	44b2_4		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1975	1948	祢	祢	祢	祢			1	1	平／去	平／去	ネイ	ネイ				"陀羅尼品,(祢,禰)"	44b4_1		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1976	1949	祢	禰	祢	禰			1	1	(平／去)	(平／去)	(ネイ)	(ネイ)				"陀羅尼品,同(祢,禰)"	44b4_2		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1977	1950	旨	旨	旨	旨			1	1	上	上	シ	シ				陀羅尼品	44b4_3		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1978	1951	隷	隸	隷	隸			1	1	平	平	レイ	レイ				"陀羅尼品,(隸,隷)"	44b4_4		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1979	1952	隷	隷	隷	隷			1	1	(平)	(平)	(レイ)	(レイ)				"陀羅尼品,同(隸,隷)"	44b5_1		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1980	1953	遮	遮	遮	遮			1	1	上	上	シヤ	シヤ				陀羅尼品	44b5_2		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1981	1954	_	_	_	_			1	1	上	上	シヤ	シヤ				陀羅尼品	44b5_3	_の「余」は「___未」	https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1982	1955	履	履	履	履			1	1	上	上	リ	リ				陀羅尼品	44b5_4		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1983	1956	_	_	_	_			1	1	平	平	ミヤ	ミヤ				"陀羅尼品,(_,_口_)"	44b6_1		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1984	1957	_	_口_	_	_口_			1	1	(平)	(平)	(ミヤ)	(ミヤ)				"陀羅尼品,同(_,_口_)"	44b6_2		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1985	1958	_	_	_	_			1	1	平	平	ヰ	ヰ				陀羅尼品	44b6_3		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1986	1959	羶	羶	羶	羶			1	1	平	平	セン	セン				陀羅尼品	44b6_4		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1987	1960	桑	桑	桑	桑			1	1	上	上	サウ	サウ				"陀羅尼品,(桑,_)"	45a1_1		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1988	1961	桑	_	桑	_			1	1	(上)	(上)	(サウ)	(サウ)				"陀羅尼品,同(桑,_)"	45a1_2		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1989	1962	裔	__	裔	__			1	1	平	平	エイ	エイ				"陀羅尼品,(__,裔)"	45a1_3		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1990	1963	裔	裔	裔	裔			1	1	(平)	(平)	(エイ)	(エイ)				"陀羅尼品,同(__,裔)"	45a1_4		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1991	1964	盧	盧	盧	盧			1	1	上	上	ロ	ロ				陀羅尼品	45a2_1		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1992	1965	簸	簸	簸	簸			1	1	上濁	上濁	ハ	ハ				陀羅尼品	45a2_2	簸は「_箕皮」	https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1993	1966	_	_	_	_			1	1	上	上	タ	タ				陀羅尼品	45a2_3		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1994	1967	邏	邏	邏	邏			1	1	上	上	ラ	ラ				陀羅尼品	45a2_4		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1995	1968	亶	亶	亶	亶			1	1	去	去	タン	タン				陀羅尼品	45a3_1		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1996	1969	_	_	_	_			1	1	上	上	ウ	ウ				"陀羅尼品,(_,歐)"	45a3_2		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1997	1970	歐	歐	歐	歐			1	1	(上)	(上)	(ウ)	(ウ)				"陀羅尼品,異本(_,歐)"	45a3_3		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1998	1971	帙	_	帙	_			1	1	入	入	チツ	チツ				"陀羅尼品,(_,__,_,帙)"	45a3_4	_は「_广__」	https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	1999	1972	秩	__	秩	__			1	1	(入)	(入)	(チツ)	(チツ)				"陀羅尼品,同(_,__,_,帙)"	45a4_1	__は「_广_夫__」	https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	2000	1973	帙	_	帙	_			1	1	(入)	(入)	(チツ)	(チツ)				"陀羅尼品,同(_,__,_,帙)"	45a4_2		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	2001	1974	帙	帙	帙	帙			1	1	(入)	(入)	(チツ)	(チツ)				"陀羅尼品,同(_,__,_,帙)"	45a4_3		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	2002	1975	瞿	瞿	瞿	瞿			1	1	上	上						陀羅尼品	45a4_4	仮名なし	https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	2003	1976	郵	郵	郵	郵			1	1	上	上	ウ	ウ				陀羅尼品	45a5_1		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	2004	1977	冶	冶	冶	冶			1	1	上	上	ヤ	ヤ				陀羅尼品	45a5_2		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	2005	1978	侵	侵	侵	侵			1	1	平	平	シン	シン				陀羅尼品	45a5_3		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	2006	1979	擁	擁	擁	擁			1	1	去	去	ヲウ	ヲウ				陀羅尼品	45a5_4		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	2007	1980	伺	伺	伺	伺			1	1	平	平	シ	シ				陀羅尼品	45a6_1		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	2008	1981	_	_	_	_			1	1	平	平	サ	サ				陀羅尼品	45a6_2		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	2009	1982	郁	郁	郁	郁			1	1	入	入	イフ	イフ				陀羅尼品	45a6_3		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	2010	1983	枳	枳	枳	枳			1	1	平	平	キ	キ				陀羅尼品	45a6_4		https://dl.ndl.go.jp/pid/3438692/1/46
40-045-01	東洋文庫本法華経音訓	2011	1984	伊	伊	伊	伊			1	1	上	上	イ	イ				陀羅尼品	45b1_1		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2012	1985	緻	緻	緻	緻			1	1	上	上	チ	チ				陀羅尼品	45b1_2		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2013	1986	_	_	_	_			1	1	上	上	ニ	ニ				"陀羅尼品,(_,_)"	45b1_3		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2014	1987	_	_	_	_			1	1	(上)	(上)	(ニ)	(ニ)				"陀羅尼品,異本(_,_)"	45b1_4	損壊により「異本」注記がないが国立国会図書館蔵室町初期刊本（https://dl.ndl.go.jp/pid/2532129/）に従う	https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2015	1988	犂	犂	犂	犂			1	1	上／去	上／去	リ	リ				"陀羅尼品,(犂,犁)"	45b2_1		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2016	1989	犂	犁	犂	犁			1	1	(上／去)	(上／去)	(リ)	(リ)				"陀羅尼品,同(犂,犁)"	45b2_2		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2017	1990	_	_	_	_			1	1	上	上	チ	チ				"陀羅尼品,(_,__)"	45b2_3		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2018	1991	_	__	_	__			1	1	(上)	(上)	(チ)	(チ)				"陀羅尼品,同(_,__)"	45b2_4		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2019	1992	底	_	底	_			1	1	上	上	チ	チ				陀羅尼品	45b3_1		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2020	1993	_	_	_	_			1	1	上	上	トウ	トウ				陀羅尼品	45b3_2	_―	https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2021	1994	_	_	_	_			1	1	上／入	上／入	アツ／ア	アツ／ア				"陀羅尼品,(_,_)"	45b3_3		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2022	1995	_	_	_	_			1	1	(上／入)	(上／入)	(アツ／ア)	(アツ／ア)				"陀羅尼品,同(_,_)"	45b3_4	_の「_」は「__」	https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2023	1996	藍	藍	藍	藍			1	1	去	去	ラン	ラン				陀羅尼品	45b4_1		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2024	1997	皐	皐	皐	皐			1	1	去	去	カウ	カウ				陀羅尼品	45b4_2	皐の下部は「_」	https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2025	1998	奪	奪	奪	奪			1	1	入濁	入濁	タツ	タツ				陀羅尼品	45b4_3		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2026	1999	泯	泯	泯	泯			1	1	去濁	去濁	ヒン	ヒン				陀羅尼品	45b4_4		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2027	2000	醯	醯	醯	醯			1	1	平	平	ケイ	ケイ				"陀羅尼品,(醯,_)"	45b5_1		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2028	2001	醯	_	醯	_			1	1	(平)	(平)	(ケイ)	(ケイ)				"陀羅尼品,同(醯,_)"	45b5_2		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2029	2002	壓	壓	壓	壓			1	1	入	入	エフ	エフ				陀羅尼品	45b5_3		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2030	2003	斗	斗	斗	斗			1	1	上／去	上／去	ト	ト				陀羅尼品	45b5_4		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2031	2004	龜	_	龜	_			1	1	平	平	クヰ	クヰ				"嚴王品,(_,龜,亀)"	46a1_1		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2032	2005	龜	龜	龜	龜			1	1	(平)	(平)	(クヰ)	(クヰ)				"嚴王品,同(_,龜,亀)"	46a1_2	龜の上部は「__」	https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2033	2006	龜	亀	龜	亀			1	1	(平)	(平)	(クヰ)	(クヰ)				"嚴王品,同(_,龜,亀)"	46a1_3		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2034	2007	采	采	采	采			1	1	平	平	サイ	サイ				嚴王品	46a1_4		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2035	2008	紺	紺	紺	紺			1	1	去	去	コン	コン				嚴王品	46a2_1		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2036	2009	珂	珂	珂	珂			1	1	上／去	上／去	カ	カ				嚴王品	46a2_2		https://dl.ndl.go.jp/pid/3438692/1/47
40-045-01	東洋文庫本法華経音訓	2037	2010	齊	齊	齊	齊			1	1	平	平	サイ	サイ				嚴王品	46a2_3		https://dl.ndl.go.jp/pid/3438692/1/47
